experiment,entry_prob,n_trades,win_0,win_3,pl_ratio,ev
旧特征40个,0.7,25243,0.5609079744879769,0.3862060769322188,1.147791430044938,0.011805901479872816
旧特征40个,0.8,4998,0.5686274509803921,0.4295718287314926,1.2321597149806085,0.01733755864528032
旧特征40个,0.85,1255,0.600796812749004,0.47808764940239046,1.3091156023969848,0.02634726138239179
旧特征40个,0.9,166,0.6265060240963856,0.572289156626506,1.4150454151417415,0.04218056371491495
新特征18个,0.7,18006,0.5500388759302455,0.38798178384982784,1.1972946005471439,0.012483299687932763
新特征18个,0.8,479,0.511482254697286,0.3736951983298539,1.1850106713043982,0.008453944488703138
全部特征58个,0.7,19167,0.5597120050086085,0.3969322272656128,1.1791840910692146,0.013178409961777538
全部特征58个,0.8,1154,0.6334488734835355,0.5025996533795494,1.4371936209223761,0.0321284478150332
全部特征58个,0.85,21,0.7142857142857143,0.6666666666666666,3.533149856564267,0.08388342406614
